n_start,t,dx_profile,corr_peak,dx_peak,dx_corr
1000000,71,162.9624,0.51195139,162,18.643426
1000000,72,51.060171,0.46826069,51,-31.019649
1000000,73,32.894054,0.71475783,33,40.26776
1000000,74,-186.50217,0.3454651,-186,8.8420213
1000000,75,-196.67165,0.72318155,-197,0.00051746164
1000000,76,-143.47367,0.83069591,-143,-0.67534279
1000000,77,-57.935189,0.54279533,-58,-53.592868
1000000,78,87.217424,0.56992133,87,14.136613
1000000,79,242.33521,0.6864628,242,-33.572648
1000000,80,200.81555,0.43035561,201,13.509904
1000000,81,152.56092,0.51109445,152,-8.5863342
1000000,82,-12.509539,0.36420885,-12,-48.60233
1000000,83,-93.111478,0.75780457,-93,-0.52700622
1000000,84,-74.578182,0.79252268,-75,-0.34191556
1000000,85,-63.536943,0.64007941,-64,-6.6231986
1000000,86,-2.3833799,0.88341812,-2,0.19891347
1000000,87,36.524536,0.42456688,36,-49.92118
1000000,88,38.828532,0.37773474,39,34.009967
1000000,89,-55.368137,0.32643242,-55,19.548157
1000000,90,-152.88034,0.32600599,-152,20.831612
1000000,91,-193.21013,0.86034519,-193,-0.1834099
1000000,92,5.1096519,0.64415746,5,5.794934
1000000,93,57.171468,0.70784182,57,-0.24195189
1000000,94,129.55402,0.51618867,130,-2.7028735
1000000,95,172.19782,0.50530192,172,57.525197
1000000,96,112.36328,0.48806655,113,50.214825
1000000,97,24.75037,0.56589839,25,-31.930347
1000000,98,-17.824556,0.67116121,-18,2.574635
1000000,99,-213.49737,0.79798839,-214,-0.44074885
1000000,100,-263.65454,0.51033789,-264,-58.043509
1000000,101,-210.12993,0.44799517,-211,19.697015
1000000,102,-322.16354,0.66865578,-322,0.23447505
1000000,103,-167.17544,0.80820338,-167,0.1675884
1000000,104,100.20378,0.40472104,100,-56.86886
1000000,105,84.484395,0.53258677,85,23.517551
1000000,106,-17.003672,0.46537968,-17,23.384515
1000000,107,70.483608,0.40757163,70,-63.245894
1000000,108,-87.796505,0.49147544,-88,48.96534
1000000,109,-209.46971,0.54518412,-209,27.109195
1000000,110,-234.80238,0.2855958,-235,13.315117
1000000,111,-70.53105,0.29875892,-71,4.3706908
1000000,112,-121.03204,0.64577744,-120,-26.135702
1000000,113,-63.571823,0.46935879,-63,49.896367
1000000,114,66.825,0.48563717,66,64
1000000,115,234.23647,0.84598519,234,-2.944483
1000000,116,95.333955,0.54874866,96,38.448528
1000000,117,39.72135,0.50498307,39,4.9389732
1000000,118,-91.757873,0.36577235,-92,12.038611
1000000,119,-194.04805,0.42939544,-193,-30.065639
1000000,120,-111.7764,0.46117271,-112,44.379343
1000000,121,-29,0.55421858,-29,-27.466119
1000000,122,6.8567799,0.37682465,7,-57.979132
1000000,123,10.713254,0.60560582,11,0.46425549
1000000,124,57.334589,0.79548836,56,-1.8272492
1000000,125,-45.342542,0.5968348,-45,-45.69815
1000000,126,-142,0.45798105,-142,61.828672
1000000,127,61.722748,0.32657283,61,9.2536801
1000000,128,139.61374,0.55291726,139,-37.303079
1000000,129,109.36624,0.46620144,110,-9.0353481
1000000,130,92.306398,0.38685606,93,52.565957
1000000,131,183.65126,0.70208499,183,-0.66291199
1000000,132,-11.676555,0.34695607,-11,-12.256087
1000000,133,10.799206,0.46852635,11,-55.933179
1000000,134,199.64755,0.45605694,199,55.83828
1000000,135,216.98339,0.51210957,216,64
1000000,136,227.62683,0.38058208,228,4.3189585
1000000,137,263.3616,0.48851749,263,-4.4281832
1000000,138,261.32755,0.54137901,261,49.609602
1000000,139,-70.591137,0.54781818,-70,42.812675
1000000,140,-63.689776,0.43476684,-64,-32.76209
1000000,141,-92.381717,0.63301321,-92,10.286116
1000000,142,-155.27394,0.72034798,-155,-0.67843551
1000000,143,-192.93494,0.75420506,-192,5.4090439
1000000,144,-35.631449,0.33511431,-35,21.509213
1000000,145,-5.3120627,0.40148728,-5,56.829984
1000000,146,46.542729,0.40752629,46,56.054125
1000000,147,115.94956,0.45614072,116,52.64302
1000000,148,150.89009,0.50819208,150,-22.732994
1000000,149,-63.240539,0.62429922,-63,-49.468791
1000000,150,-160.16901,0.30740805,-160,55.746825
1000000,151,-208.77674,0.43670542,-209,-64
1000000,152,-245.13452,0.40590234,-245,28.054841
1000000,153,-378.59189,0.63463219,-378,6.7188855
1000000,154,-176.83638,0.64110162,-177,-42.784165
1000000,155,-167,0.61652486,-167,-21.02729
1000000,156,-79.662354,0.35521576,-79,22.824811
1000000,157,-87.167874,0.45179586,-87,60.892695
1000000,158,18.557741,0.72507168,18,0.043775023
1000000,159,25.708368,0.66818907,25,56.286756
1000000,160,125,0.7760638,125,2.1642502
1000000,161,-44.403078,0.42677117,-44,64
1000000,162,29.757733,0.36112323,29,32.855511
1000000,163,-74.248553,0.39957215,-74,55.89814
1000000,164,-26.856748,0.52077735,-27,-3.0556222
1000000,165,218.35203,0.50286718,218,-11.744332
1000000,166,343.12063,0.74856238,343,-1.5165102
1000000,167,380.02923,0.44063728,380,3.0136204
1000000,168,472.44966,0.86858069,473,0.070315525
1000000,169,442.68733,0.66061295,443,1.1260129
1000000,170,-66.869317,0.33669498,-66,33.118854
1000000,171,-66.034258,0.25307548,-66,-38.918606
1000000,172,-15.434128,0.76354095,-15,1.5490242
1000000,173,-89.368806,0.8299726,-90,0.97562562
1000000,174,-216.49081,0.87025985,-216,0.86536548
1000000,175,1.5172918,0.38829765,1,23.983593
1000000,176,65.004034,0.45815615,64,34.187485
1000000,177,-173.8931,0.84409986,-174,0.70801695
1000000,178,-103.09136,0.23346663,-103,64
1000000,179,-18.463768,0.50681522,-19,52.499111
1000000,180,-33.971423,0.50260311,-33,-10.153029
1000000,181,-130.36958,0.26753654,-130,52.323797
1000000,182,-69.925959,0.46213939,-70,24.026483
1000000,183,-36.252886,0.52376501,-36,-36.22429
1000000,184,-14.239281,0.63712119,-14,-15.050737
1000000,185,135.63218,0.45622516,134,12.61179
1000000,186,16.982553,0.43922706,18,-36.130737
1000000,187,61.819062,0.5699249,62,-19.236439
1000000,188,37.554722,0.52006917,38,4.8396539
1000000,189,155.43074,0.45685774,155,-28.11484
1000000,190,-45.660755,0.63953018,-45,39.160269
1000000,191,213.99817,0.31181856,213,13.620743
1000000,192,203.39904,0.38183358,204,-27.167642
1000000,193,116.19307,0.58847473,116,16.220964
1000000,194,-61.16027,0.35001876,-61,-33.138531
1000000,195,-100.07092,0.48761615,-100,33.028354
1000000,196,-241.15549,0.74541654,-241,-0.49656241
1000000,197,-279.90971,0.66928506,-281,1.1223302
1000000,198,-166.34388,0.38929756,-167,-53.155639
1000000,199,-22.947892,0.40094726,-23,-12.95755
1000000,200,-18.929075,0.56963145,-19,-17.940423
1000000,201,-25.163484,0.42156204,-25,-53.65278
1000000,202,1.2246267,0.43032174,2,23.655952
1000000,203,-82.254324,0.39371725,-82,39.735532
1000000,204,-45.425354,0.39457983,-46,-43.626313
1000000,205,91,0.4261989,91,-4.0537579
1000000,206,87.793057,0.38861571,88,-49.781493
1000000,207,85.380402,0.51887608,85,-12.905643
1000000,208,117.1138,0.49799418,117,18.756955
1000000,209,-24.644753,0.71638939,-24,-35.465347
1000000,210,-161,0.47148774,-161,61.246103
1000000,211,-92.834166,0.49220417,-93,-58.262396
1000000,212,-38.562378,0.464812,-39,64
1000000,213,13.557903,0.29269779,13,55.033547
1000000,214,-20.847367,0.55227307,-21,-19.898278
1000000,215,35.833263,0.49574531,36,41.221263
1000000,216,-85.159063,0.68791969,-85,41.592665
1000000,217,-204.58446,0.37605233,-204,-50.38335
1000000,218,-236.5579,0.60694152,-236,-40.055408
1000000,219,-14.131248,0.37886355,-14,12.131077
1000000,220,-55.833263,0.52326179,-56,-57.008888
1000000,221,3.6971212,0.47618033,3,-22.226315
1000000,222,6.0524851,0.65171875,6,1.2072046
1000000,223,7.8432488,0.73489093,8,0.18116088
1000000,224,-183.29557,0.67468639,-183,21.967959
1000000,225,-54.896823,0.44574358,-55,-51.326171
1000000,226,-71.118011,0.66284818,-71,-15.297119
1000000,227,-1.038185,0.67685831,-1,2.073511
1000000,228,117.38258,0.65991863,117,0.19136382
1000000,229,114.53077,0.7169027,114,-11.718816
1000000,230,42.261457,0.61773305,43,38.672554
1000000,231,57.64157,0.44112537,58,-0.04702494
1000000,232,70.713655,0.61501816,70,1.8484223
1000000,233,27.774167,0.52842048,28,1.0861896
1000000,234,79.854212,0.48355027,80,-56.054908
1000000,235,134.84564,0.54541889,134,64
1000000,236,140.77535,0.48223885,141,10.13818
1000000,237,58.612245,0.49538815,59,-59.003731
1000000,238,-37.007908,0.54117097,-37,-39.592987
1000000,239,210,0.620972,210,-14.2821
1000000,240,246.19203,0.34435791,246,26.782077
1000000,241,65.344042,0.36723466,65,-11.183713
1000000,242,65.712285,0.61681488,66,-0.23595576
1000000,243,14.972066,0.32198861,15,-44.352844
1000000,244,-220,0.50335715,-220,-6.2485853
1000000,245,-432.4023,0.75051609,-432,-0.49516673
1000000,246,-263.46737,0.51755858,-264,9.0559224
1000000,247,5,0.51349398,5,12.453633
1000000,248,157.63611,0.54466229,158,-63.412654
1000000,249,58.641343,0.34497059,59,-61.140981
1000000,250,315.2834,0.64219295,315,-0.89025888
1000000,251,267.3119,0.59346986,268,-7.7023892
1000000,252,-32.709127,0.43994415,-32,-38.930703
1000000,253,-128.997,0.55015074,-129,-14.375694
1000000,254,-154.64996,0.56807471,-155,-35.767148
1000000,255,-264.8514,0.39865182,-265,-60.185187
1000000,256,-251.43714,0.40363025,-251,-5.8199049
1000000,257,-44.304935,0.45339037,-46,-42.544532
1000000,258,-93.787194,0.46573413,-94,-28.492133
1000000,259,-41.950581,0.42535369,-41,-30.014601
1000000,260,-5.0230238,0.55875475,-5,45.757228
1000000,261,0.24956004,0.44067911,0,2.2877717
1000000,262,26.093034,0.65955437,27,59.785369
1000000,263,65.474682,0.45598559,65,-25.691406
1000000,264,271.55983,0.66289176,271,-1.8865035
1000000,265,227.025,0.52010101,227,49.20177
1000000,266,240.56033,0.4308688,241,50.90284
1000000,267,127.92103,0.48193837,128,-16.312147
1000000,268,165.31243,0.27262309,165,-53.192364
1000000,269,64.305547,0.45971977,64,26.964692
1000000,270,5.446806,0.47250922,6,-1.8044892
1000000,271,-86.78404,0.34519311,-87,-52.126965
1000000,272,-126.49995,0.55082373,-126,14.981944
1000000,273,-139.70392,0.49822843,-139,23.421264
1000000,274,-122.92628,0.55941632,-123,-44.676312
1000000,275,-3.880782,0.46997025,-4,-22.574843
1000000,276,177.44736,0.55642649,177,-62.060536
1000000,277,152.36485,0.49402078,152,19.029355
1000000,278,145.43941,0.56439054,146,-2.7140226
1000000,279,77.181081,0.41197202,77,14.300878
1000000,280,61,0.62388446,61,25.804522
1000000,281,-16.642991,0.45907152,-17,-33.976151
1000000,282,-19.294765,0.49656488,-19,-25.217523
1000000,283,37.89406,0.40365775,37,50.102406
1000000,284,70.666219,0.37713932,70,-9.5160503
1000000,285,64.72888,0.51625405,64,31.596532
1000000,286,5.8656739,0.50945314,7,-14.2767
1000000,287,12.875308,0.30625007,13,25.828936
1000000,288,-173.72427,0.64354722,-173,-40.204043
1000000,289,-225.77691,0.47162378,-225,-61.019902
1000000,290,-268.11787,0.67833832,-267,0.046737803
1000000,291,-173.94642,0.38782185,-175,-56.747437
1000000,292,-99.445447,0.40777684,-100,-49.460501
1000000,293,79.690539,0.27255295,79,-18.663782
1000000,294,13.717304,0.36645553,14,40.115494
1000000,295,-28.712298,0.44950791,-29,52.654595
1000000,296,-84.953697,0.32371959,-84,-32.937081
1000000,297,-136.08799,0.4324911,-136,-4.9853023
1000000,298,-171.39253,0.40790104,-171,7.7526721
1000000,299,-115.20983,0.25115144,-115,16.19007
1000000,300,-63.898707,0.61827814,-64,-34.481547
1000000,301,101.99176,0.51089355,101,-20.768353
1000000,302,99.822605,0.38089487,100,24.509542
1000000,303,87.918134,0.38982366,88,0.54538813
1000000,304,92.551613,0.74406469,92,47.500194
1000000,305,217.24928,0.24267608,217,36.853448
1000000,306,40.572634,0.485486,41,-39.454984
1000000,307,62.265382,0.49122687,62,24.952268
1000000,308,36.130704,0.49790331,36,30.730299
1000000,309,57.717879,0.43038869,58,64
1000000,310,-43.249283,0.43949537,-43,36.973458
1000000,311,-38.280577,0.38690744,-38,0.62109285
1000000,312,30.159404,0.5474664,31,36.494029
1000000,313,173.14468,0.511735,173,47.215235
1000000,314,124.24253,0.53947933,124,-33.840508
1000000,315,84.381189,0.54446358,85,-58.033649
1000000,316,107.23424,0.52940822,107,60.682318
1000000,317,102.83124,0.36523514,102,-41.414088
1000000,318,-73,0.562273,-73,-4.615791
1000000,319,-0.85200922,0.38775073,-1,49.984323
1000000,320,49.618811,0.61919243,49,-45.479944
1000000,321,44.789414,0.48164653,45,19.935806
1000000,322,-84.022676,0.28919008,-84,58.079568
1000000,323,104.17907,0.43144422,104,9.3898044
1000000,324,-32.655246,0.42133973,-32,-13.583492
1000000,325,-73.430925,0.50416419,-73,6.8330414
1000000,326,-7.1748731,0.34419857,-8,-7.255716
1000000,327,41.123323,0.38602599,41,18.739662
1000000,328,-6.018916,0.83865793,-6,-1.1505286
1000000,329,82.346757,0.49636944,82,5.2023226
1000000,330,140.35746,0.43238799,140,-20.534881
1000000,331,101.00727,0.39225291,101,-26.888791
1000000,332,99.908711,0.37190425,100,-64
1000000,333,-322.63961,0.71311931,-322,-0.072428984
1000000,334,-318.73071,0.33284165,-319,28.573306
1000000,335,-232.92654,0.66532187,-233,-0.46960178
1000000,336,-252.99734,0.67741023,-253,-9.8754996
1000000,337,-133,0.75357124,-133,-2.0961081
1000000,338,169.38895,0.40517971,169,-2.357606
1000000,339,92.849443,0.36398143,94,14.897718
1000000,340,-58.950188,0.4296846,-59,45.10389
1000000,341,6.5077542,0.2859398,7,7.8504612
1000000,342,-30.72829,0.35131352,-31,64
1000000,343,-44.909491,0.43810439,-45,23.598491
1000000,344,127.97199,0.41104756,127,-16.048559
1000000,345,130.95019,0.54885539,131,55.085588
1000000,346,17.991869,0.40027572,18,-26.836253
1000000,347,15.448201,0.46809793,16,47.588864
1000000,348,57.880355,0.59196058,58,-37.561702
1000000,349,-48.114813,0.43410077,-48,28.819198
1000000,350,-56,0.58946799,-56,-54.387981
1000000,351,23.949439,0.3312142,23,3.0232333
1000000,352,93.836967,0.36881406,93,47.130687
1000000,353,155.11965,0.4650713,155,-11.814608
1000000,354,-7.885187,0.3348541,-8,-12.138155
1000000,355,73,0.51626203,73,37.136364
1000000,356,86.341295,0.21268689,87,-35.78287
1000000,357,-80.841868,0.62020913,-80,6.7588224
1000000,358,-96.544187,0.77850086,-97,2.3755602
1000000,359,100.60841,0.42503188,100,-12.30273
1000000,360,-33.957321,0.49368613,-34,-36.025198
1000000,361,-153.25546,0.28818281,-153,0.82572465
1000000,362,-162.71501,0.37036647,-163,5.7878559
1000000,363,-241.02784,0.47638187,-241,-13.798742
1000000,364,-225.18055,0.36055351,-225,35.333031
1000000,365,-64.042679,0.43869855,-64,-1.1385633
1000000,366,2,0.6397405,2,2.125138
1000000,367,96.349983,0.6196738,96,62.453325
1000000,368,146.57202,0.4659422,147,11.354623
1000000,369,159.97832,0.57461598,160,-30.494012
1000000,370,47,0.4867803,47,-60.010534
1000000,371,102.18998,0.48333483,102,-47.921564
1000000,372,72.199179,0.59059307,72,2.5039445
1000000,373,93,0.56099804,93,-16.329426
1000000,374,88.579473,0.61593275,89,6.7654984
1000000,375,89.888547,0.39715946,90,49.141551
1000000,376,63.671677,0.53618851,64,-10.378507
1000000,377,-7.5491624,0.62422985,-7,-15.412687
1000000,378,-26.728444,0.65973069,-27,34.494849
1000000,379,-45.295484,0.32177868,-46,-55.570893
1000000,380,-64.948314,0.39109231,-65,-4.9775847
1000000,381,-106.95454,0.51470624,-107,-4.1567747
1000000,382,-58.912065,0.48485912,-59,10.239806
1000000,383,-256.93445,0.48481797,-256,54.454657
1000000,384,-251.95229,0.37578153,-251,45.008436
1000000,385,-207.65519,0.56230505,-208,-15.443892
1000000,386,-183.86182,0.52061185,-184,64
1000000,387,-198.97632,0.3858018,-199,-51.230783
1000000,388,-44.337105,0.49094602,-45,19.68942
1000000,389,-68.281622,0.47601585,-68,35.172751
1000000,390,-68.99445,0.56882738,-69,64
1000000,391,-77.918604,0.61318473,-78,-3.5138345
1000000,392,115.43468,0.52897987,115,-14.800498
1000000,393,-0.87102701,0.65428167,0,-0.71939712
1000000,394,69.182943,0.70505837,68,-0.083087689
1000000,395,75.86959,0.71335431,76,-0.18947962
1000000,396,75.875278,0.63352476,76,-1.0438159
1000000,397,-90.546289,0.48292262,-90,52.24381
1000000,398,39.560193,0.64518301,39,0.18949196
1000000,399,-40.184392,0.46116102,-39,57.209387
1000000,400,95.83982,0.32112094,96,-30.275695
1000000,401,265.79069,0.42471713,265,32.856866
1000000,402,311.18688,0.5052492,311,59.038742
1000000,403,236.05969,0.50705215,236,-4.9972267
1000000,404,274.34356,0.70240924,274,1.7897525
1000000,405,196.897,0.38309075,197,-11.653244
1000000,406,3.5853925,0.46937088,5,-0.71528022
1000000,407,-52.186879,0.43971137,-52,-54.331025
1000000,408,35.251149,0.42811301,35,-36.726562
1000000,409,62.114872,0.41638995,61,17.306487
1000000,410,22.587564,0.42166003,23,-47.865045
1000000,411,36.037139,0.29563738,35,35.428321
1000000,412,-149.94831,0.35477862,-149,42.53232
1000000,413,-181.65938,0.56898544,-181,-6.5654333
1000000,414,-200.91324,0.42614216,-200,-46.512711
1000000,415,-203.9355,0.44087638,-205,17.916794
1000000,416,-112.03653,0.31386197,-112,-29.402814
1000000,417,66.279905,0.2999432,65,40.613218
1000000,418,65.130541,0.39818955,65,60.188251
1000000,419,54.355146,0.65132773,54,-19.076163
1000000,420,5.5561807,0.63724593,7,0.65323149
1000000,421,-68.117369,0.27896477,-68,-2.1143161
1000000,422,-71.760853,0.41697783,-71,41.540627
1000000,423,-42.653097,0.43624962,-43,24.740355
1000000,424,-69.340795,0.54548127,-69,1.8868088
1000000,425,-27.473796,0.47614455,-29,-26.489407
1000000,426,75.724766,0.4313319,76,-61.573493
1000000,427,-28.404227,0.47010489,-28,-23.684383
1000000,428,-23.62609,0.36356551,-24,24.816374
1000000,429,-36.673138,0.39001449,-36,-42.854105
1000000,430,-49.936351,0.47930216,-49,-36.841372
1000000,431,-160.13559,0.42237135,-160,61.707419
1000000,432,-15.209877,0.44630116,-16,50.100035
1000000,433,56.895,0.3276655,57,4.5836617
1000000,434,132.65879,0.53152327,132,33.806814
1000000,435,126.71033,0.43932524,126,61.611365
1000000,436,94.136162,0.33763061,94,-41.136732
1000000,437,160.4427,0.4723847,160,-54.696763
1000000,438,81.53873,0.36981492,82,41.178084
1000000,439,87.387514,0.42147579,87,20.176898
1000000,440,86.506905,0.66396192,87,43.012597
1000000,441,132.45623,0.59576634,132,-54.045136
1000000,442,-4.4569591,0.54175113,-4,-23.129019
1000000,443,29.939217,0.44756839,29,30.516873
1000000,444,-67.521112,0.38432359,-67,27.658165
1000000,445,-21.641972,0.43011381,-22,16.495731
1000000,446,-98.145153,0.64697451,-98,-48.751965
1000000,447,-68.214444,0.32642084,-68,15.528895
1000000,448,-106.47596,0.42978133,-106,-40.205197
1000000,449,-32.866402,0.49908412,-33,52.945384
1000000,450,-75.912531,0.43084179,-76,35.513912
1000000,451,-47.307944,0.57646801,-47,-47.286101
1000000,452,30.525611,0.3834956,30,35.464199
1000000,453,65.911034,0.58360082,66,-47.911767
1000000,454,34.249147,0.33634582,35,-17.034742
1000000,455,161.99653,0.36431444,162,1.9914216
1000000,456,190.01023,0.43108939,190,-38.040306
1000000,457,-71.637448,0.49510455,-71,-57.224056
1000000,458,-95.816827,0.38583592,-96,-64
1000000,459,-186.27718,0.47898505,-187,-54.510837
1000000,460,-320.06824,0.30910808,-319,-2.6218565
1000000,461,-265.45541,0.45268215,-265,31.796972
1000000,462,-24.616105,0.40336849,-25,-19.592404
1000000,463,11.900121,0.51147258,12,7.6339974
1000000,464,101.57192,0.60010752,102,-19.194537
1000000,465,54.934165,0.44538335,54,-1.7162784
1000000,466,-16.959058,0.48972492,-17,-64
1000000,467,49,0.67440046,49,-44.677334
1000000,468,40.378061,0.51684949,40,22.085951
1000000,469,52.189595,0.41477674,52,-42.794302
1000000,470,284.07479,0.40738194,284,-49.043512
1000000,471,225.78092,0.39855898,226,17.455757
1000000,472,170,0.51933323,170,22.790509
1000000,473,13.077303,0.44570596,14,-24.435508
1000000,474,-10.669873,0.4083841,-11,-51.014073
1000000,475,-122.29507,0.6602932,-122,-0.73705054
1000000,476,-20.866365,0.48975165,-22,31.015357
1000000,477,-168,0.28300459,-168,19.682466
1000000,478,-64.71425,0.53892639,-65,-64
1000000,479,-19.096808,0.46499855,-20,-49.882544
1000000,480,-105.15769,0.53084224,-105,-14.088376
1000000,481,-142.63477,0.43161543,-142,-42.657691
1000000,482,-57.054675,0.53510534,-57,-6.839633
1000000,483,-45.374756,0.4871302,-45,52.407536
1000000,484,-35.319702,0.4595727,-35,-34.415269
1000000,485,-47.595911,0.65384241,-48,63.225707
1000000,486,-9.6924358,0.34223604,-10,32.688146
1000000,487,9.5774581,0.50245802,9,47.741149
1000000,488,117.86684,0.45203017,117,-3.604779
1000000,489,91.507966,0.56780187,92,62.177474
1000000,490,178.86631,0.61157041,179,-49.235589
1000000,491,174.69945,0.57141891,174,-6.9135081
1000000,492,282.47722,0.39396303,283,-5.6074079
1000000,493,192.42027,0.51500292,193,49.948186
1000000,494,156.78729,0.62815063,157,19.232441
1000000,495,-102.11272,0.4465285,-102,-46.938232
1000000,496,-306.75354,0.39131466,-306,31.59469
1000000,497,-462.13252,0.759171,-462,-1.0733519
1000000,498,-331.56166,0.73805773,-332,-0.31541455
1000000,499,-320.94235,0.73858514,-321,4.8316992
1000000,500,-209.83043,0.41477456,-210,-51.661749
1000000,501,14.111118,0.71875271,14,-0.75803657
1000000,502,55.132524,0.8057913,55,-0.22675843
1000000,503,115.41858,0.55433495,115,37.969956
1000000,504,2.076029,0.45023716,2,4.6449877
1000000,505,125.06145,0.80840252,125,2.8812347
1000000,506,81.820347,0.64814011,82,0.40719636
1000000,507,54.279401,0.62880247,54,-6.5062839
1000000,508,-204.02766,0.45220583,-203,4.9479219
1000000,509,-103.54411,0.39841763,-103,27.267129
1000000,510,-88.655626,0.64296974,-89,17.649771
1000000,511,-6.8038796,0.6382754,-6,51.616257
1000000,512,142.7206,0.25341454,143,-17.167472
1000000,513,74.4067,0.71525759,74,-1.2801673
1000000,514,39.183277,0.73237082,39,-2.5368806
1000000,515,15.328068,0.57356697,15,-6.9660033
1000000,516,-52.579246,0.46472238,-54,-20.330722
1000000,517,-199.52468,0.35805128,-199,59.271863
1000000,518,204.02728,0.40264907,204,53.257806
1000000,519,237.99724,0.82819296,237,-0.17192843
1000000,520,209.29028,0.40639547,211,10.290206
1000000,521,202.69462,0.24364457,204,60.977804
1000000,522,291.84066,0.71812797,291,1.9818602
1000000,523,13,0.32927691,13,10.350836
1000000,524,6.2875625,0.40878213,7,61.96133
1000000,525,102.80626,0.38827477,102,47.886242
1000000,526,76.638261,0.46857964,76,19.897649
1000000,527,-49.056912,0.39745937,-48,-16.327637
1000000,528,63.091515,0.52921515,63,60.289103
1000000,529,185.87796,0.39784989,186,41.714885
1000000,530,-264.40874,0.55027945,-264,-1.2087881
1000000,531,-296.42781,0.40622146,-296,48.2543
1000000,532,105.06991,0.33630512,104,33.115965
1000000,533,-63.572929,0.54591578,-63,-63.240457
1000000,534,-100.7977,0.94499281,-101,0.35207134
1000000,535,174.90871,0.51700603,175,28.527753
1000000,536,176.16867,0.59406129,176,-2.1389236
1000000,537,-194.64594,0.53368186,-194,-10.362494
1000000,538,61.058322,0.53015893,60,28.035478
1000000,539,87.919742,0.44910539,88,14.184417
1000000,540,166.03949,0.59151952,166,-21.641782
1000000,541,15.259141,0.5219355,15,46.503631
1000000,542,39.340788,0.46818161,40,-16.807903
1000000,543,-155.47993,0.47353589,-155,-35.228668
1000000,544,-249.37432,0.79758222,-249,1.7620341
1000000,545,-105.68868,0.78950338,-107,0.079837318
