n_start,t,dx_profile,corr_peak,dx_peak,dx_corr
1000000,90,0,0.96562905,0,0.010777244
1000000,91,0,0.97758621,0,-0.018914488
1000000,92,0,0.96465772,0,-0.071567921
1000000,93,0,0.96465772,0,-0.071567921
1000000,94,0,0.92921546,0,-0.08519864
1000000,95,0,0.95344257,0,-0.06265979
1000000,96,0,0.93528206,0,-0.051061814
1000000,97,0,0.93289558,0,0.013712565
1000000,98,0,0.93289558,0,0.013712565
1000000,99,0,0.93724709,0,0.025626047
1000000,100,0,0.93616857,0,0.024771131
1000000,101,0,0.96328894,0,0.032815165
1000000,102,0,0.97860106,0,0.017927738
1000000,103,0,0.97860106,0,0.017927738
1000000,104,0,0.96942808,0,-0.026974913
1000000,105,0,0.96504202,0,-0.029767726
1000000,106,1.0001297,0.9237799,1,0.028391144
1000000,107,1.0001297,0.9237799,1,0.028391144
1000000,108,1.0001297,0.9237799,1,0.028391144
1000000,109,1.0001297,0.97250009,1,0.064134086
1000000,110,1.0001297,0.97250009,1,0.064134086
1000000,111,0,0.9999974,0,0.00014510811
1000000,112,0,0.99999607,0,0.000202896
1000000,113,0,0.99187012,0,-0.0042941676
1000000,114,0,0.99187012,0,-0.0042941676
1000000,115,0,0.97402809,0,-0.0041496131
1000000,116,0,0.96676231,0,0.077620746
1000000,117,0,0.96676613,0,0.077626251
1000000,118,0,0.95986707,0,0.088237743
1000000,119,0,0.95987279,0,0.088475771
1000000,120,0,0.96787907,0,0.095559845
1000000,121,0.45124737,0.91863701,1,0.018336694
1000000,122,1.4512474,0.86921625,2,-0.12853068
1000000,123,1.4512474,0.86902171,2,-0.12873179
1000000,124,4.4512474,0.85368042,5,-0.11390954
1000000,125,4.4512474,0.88907099,5,-0.11609579
1000000,126,4,0.92681946,4,-0.12304475
1000000,127,3,0.96033716,3,0.00075253749
1000000,128,3,0.94522642,3,0.065857717
1000000,129,0,0.93997384,0,0.019851636
1000000,130,0,0.93997384,0,0.019851636
1000000,131,0,0.92162831,0,0.024643911
1000000,132,0.54648481,0.88164225,1,0.03684827
1000000,133,0.54648481,0.91178354,1,0.028825527
1000000,134,0.54648481,0.94040943,1,0.11051905
1000000,135,0.54648481,0.94040943,1,0.11051905
1000000,136,0.54648481,0.88001123,1,0.088435142
1000000,137,0,0.89805508,0,0.084704625
1000000,138,0,0.88101554,0,-0.037212009
1000000,139,0,0.89423653,0,-0.10976212
1000000,140,0,0.89423653,0,-0.10976212
1000000,141,0,0.96052875,0,-0.11585375
1000000,142,0,0.96052875,0,-0.11585375
1000000,143,0,0.9999961,0,-0.020868816
1000000,144,0,0.9999961,0,-0.020868816
1000000,145,0,0.99725006,0,0.00013306942
1000000,146,0,0.9662051,0,0.016510606
1000000,147,0,0.91845603,0,0.0012832596
1000000,148,0,0.84305922,0,-0.078988045
1000000,149,0,0.74009414,0,-0.07881388
1000000,150,0,0.73227769,0,-0.096458045
1000000,151,0,0.74965497,0,-0.10334196
1000000,152,0,0.8003601,0,-0.1128592
1000000,153,0,0.92289295,0,-0.053513463
1000000,154,0,0.98685056,0,-0.031826757
1000000,155,0,0.96506185,0,-0.095366214
1000000,156,-44.993703,0.91648525,-45,-0.043989629
1000000,157,-44.993703,0.91497582,-45,-0.032959428
1000000,158,-44.993703,0.89671851,-45,-0.088714883
1000000,159,-44.993703,0.89322601,-45,-0.15608366
1000000,160,-44.993703,0.91980258,-45,-0.083564244
1000000,161,0,0.9838152,0,-0.05428396
1000000,162,0,0.9838152,0,-0.05428396
1000000,163,0,0.97203901,0,-0.056059292
1000000,164,0,0.90816699,0,0.12192576
1000000,165,0,0.90816699,0,0.12192576
1000000,166,0,0.90816699,0,0.12192576
1000000,167,0,0.90816699,0,0.12192576
1000000,168,0,0.92062956,0,0.11333032
1000000,169,0,0.96659715,0,-0.012055169
1000000,170,0,0.92413002,0,0.037783583
1000000,171,0,0.90306746,0,0.037695223
1000000,172,0,0.86434185,0,0.001749345
1000000,173,0,0.90403396,0,0.0046335547
1000000,174,0,0.88769724,0,0.026699156
1000000,175,0,0.9456038,0,-0.032819873
1000000,176,0,0.9044965,0,-0.028342336
1000000,177,0,0.7895611,0,-0.0067268424
1000000,178,0,0.79124216,0,-0.0099369502
1000000,179,0,0.78191539,0,-0.050263687
1000000,180,0,0.72361096,0,-0.026411245
1000000,181,0,0.9046804,0,-0.010916304
1000000,182,0,0.95050207,0,0.04104053
1000000,183,0,0.94518715,0,0.046714934
1000000,184,0,0.90853041,0,0.045740298
1000000,185,0,0.89616779,0,0.051235702
1000000,186,0,0.90907048,0,0.042928204
1000000,187,0,0.88559724,0,-0.019806065
1000000,188,0,0.86611558,0,-0.053569606
1000000,189,0,0.93980691,0,-0.08062537
1000000,190,0,0.95673345,0,-0.10571081
1000000,191,0,0.9385125,0,-0.10623566
1000000,192,0,0.94409812,0,-0.044003458
1000000,193,0,0.96148444,0,0.0010986397
1000000,194,0,0.98372919,0,0.011251761
1000000,195,0,0.98372919,0,0.011251761
1000000,196,0,0.98142476,0,0.043649208
1000000,197,0,0.9858217,0,0.030504985
1000000,198,0,0.96938745,0,0.048278825
1000000,199,0,0.93429593,0,0.058847783
1000000,200,0,0.91671191,0,-0.0008026844
1000000,201,0,0.94817132,0,-0.018389449
1000000,202,0,0.87061784,0,0.05382325
1000000,203,0,0.89537096,0,0.036240254
1000000,204,0,0.91487923,0,0.02353074
1000000,205,0,0.92683037,0,0.064924814
1000000,206,0,0.90613246,0,0.044549551
1000000,207,0,0.95786832,0,-0.025511027
1000000,208,0,0.95786832,0,-0.025511027
1000000,209,0,0.96290287,0,-0.030579061
1000000,210,0,0.96290287,0,-0.030579061
1000000,211,0,0.98477377,0,-0.0046360458
1000000,212,0,0.93752378,0,-0.047611488
1000000,213,0,0.93752378,0,-0.047611488
1000000,214,0,0.93938321,0,-0.046908544
1000000,215,0,0.93881397,0,-0.046167485
1000000,216,0,0.95117621,0,-0.042523503
1000000,217,0,0.99960283,0,-0.00052309583
1000000,218,0,0.99960283,0,-0.00052309583
1000000,219,0,0.98234362,0,0.017492456
1000000,220,0,0.8772887,0,0.0032778777
1000000,221,0,0.87496453,0,0.0019179019
1000000,222,0,0.87496453,0,0.0019179019
1000000,223,0,0.87496453,0,0.0019179019
1000000,224,0,0.86542054,0,0.029357714
1000000,225,0,0.96304395,0,0.016102007
1000000,226,0,0.92633972,0,0.048460185
1000000,227,0,0.92633972,0,0.048460185
1000000,228,0,0.92633972,0,0.048460185
1000000,229,0,0.91708204,0,0.025032258
1000000,230,0,0.88682231,0,0.085690911
1000000,231,0,0.92082721,0,0.034404449
1000000,232,0,0.94396893,0,0.021170615
1000000,233,0,0.92161337,0,0.00207613
1000000,234,0,0.95914837,0,0.0055371263
1000000,235,0,0.94427666,0,-0.041839048
1000000,236,0,0.94397311,0,-0.042825887
1000000,237,0,0.97169806,0,0.0067552243
1000000,238,0,0.98234015,0,0.036599188
1000000,239,0,0.95010867,0,0.076536708
1000000,240,0,0.93427207,0,0.091264528
1000000,241,0,0.93427207,0,0.091264528
1000000,242,0,0.89401805,0,0.0280473
1000000,243,0,0.84739878,0,0.11562163
1000000,244,0,0.88437283,0,0.082404885
1000000,245,0,0.91497962,0,0.063860848
1000000,246,0,0.9162639,0,0.065731775
1000000,247,0,0.94595496,0,0.067635317
1000000,248,0,0.94435377,0,-0.057871847
1000000,249,0,0.98114167,0,-0.056806841
1000000,250,0,0.96878321,0,-0.055602691
1000000,251,0,0.96933173,0,-0.059745712
1000000,252,0,0.94881184,0,-0.082641344
1000000,253,0,0.96013126,0,0.0031472355
1000000,254,0,0.96247813,0,0.006736205
1000000,255,0,0.97091264,0,-0.0017314929
1000000,256,0,0.93734941,0,0.020739459
1000000,257,0,0.89968306,0,0.015434753
1000000,258,0,0.96115771,0,-0.027645655
1000000,259,0,0.96383713,0,-0.029864081
1000000,260,14.999168,0.90007466,14,0.089811356
1000000,261,14.999168,0.91078945,14,0.1004831
1000000,262,14.999168,0.91976607,14,0.13171474
1000000,263,14.999168,0.91905638,14,0.05298238
1000000,264,14.999168,0.91905638,14,0.05298238
1000000,265,0,0.97864687,0,-0.065503929
1000000,266,0,0.9323437,0,-0.12337453
1000000,267,0,0.93230846,0,-0.12334118
1000000,268,0,0.92377403,0,-0.021127591
1000000,269,0,0.92012675,0,-0.041392416
1000000,270,0,0.92100596,0,-0.033114585
1000000,271,0,0.93506215,0,-0.0062877049
1000000,272,0,0.93506215,0,-0.0062877049
1000000,273,0,0.978442,0,-0.012355581
1000000,274,0,0.95230356,0,-0.014371148
1000000,275,0,0.95786054,0,0.024162355
1000000,276,0,0.94536161,0,0.018266586
1000000,277,0,0.94536161,0,0.018266586
1000000,278,0,0.94343796,0,0.023288597
1000000,279,0,0.96337826,0,0.059131184
1000000,280,0,0.98304179,0,-0.003557024
1000000,281,0,0.98813521,0,-0.0071988176
1000000,282,1.0001483,0.95484781,1,-0.019835336
1000000,283,1.0001483,0.96647415,1,-0.014367968
1000000,284,0.89625218,0.9288294,2,0.12892921
1000000,285,0.89625218,0.92908133,2,0.12733176
1000000,286,0.89625218,0.92908133,2,0.12733176
1000000,287,-0.10389615,0.9630084,1,0.12812811
1000000,288,-0.10389615,0.9631506,1,0.12368052
1000000,289,0,0.97292157,0,-0.007114391
1000000,290,0,0.9733304,0,-0.0046001383
1000000,291,0,0.97071828,0,-0.017335733
1000000,292,0,0.92753243,0,-0.030601606
1000000,293,0,0.90367667,0,-0.017361878
1000000,294,0,0.91967375,0,-0.051763136
1000000,295,0,0.91986497,0,-0.054266138
1000000,296,2.0769776,0.90041958,1,0.024153476
1000000,297,2.5517978,0.91014796,2,0.090881681
1000000,298,2.5517978,0.93038754,2,0.080196563
1000000,299,2.5517978,0.96436979,2,0.065522089
1000000,300,2.5517978,0.96117524,2,0.14934156
1000000,301,0.47482018,0.97440148,1,0.077453517
1000000,302,0,0.9525194,0,0.08264962
1000000,303,0,0.96299644,0,0.10418441
1000000,304,0,0.92982575,0,0.11042877
1000000,305,0,0.94881007,0,0.0061097278
1000000,306,0,0.94802736,0,-0.016196303
1000000,307,2,0.94624134,2,-0.059460842
1000000,308,52,0.91935719,52,0.0091524025
1000000,309,52,0.91746671,52,-0.010858898
1000000,310,52,0.88561649,52,-0.041626186
1000000,311,52,0.89057176,52,-0.01158296
1000000,312,50,0.92223032,50,-0.049059328
1000000,313,0,0.97990124,0,-0.038223055
1000000,314,0,0.94398723,0,-0.11314411
1000000,315,0,0.93880248,0,-0.11970712
1000000,316,0,0.94307265,0,-0.098452904
1000000,317,1,0.94864207,1,-0.09266813
1000000,318,1,0.94864207,1,-0.09266813
1000000,319,1,0.95517886,1,0.097367968
1000000,320,1,0.95960501,1,0.080436043
1000000,321,1,0.97996361,1,0.021041833
1000000,322,0,0.9903929,0,0.01570266
1000000,323,0,0.9903929,0,0.01570266
1000000,324,0,0.98902088,0,-0.014514406
1000000,325,0,0.98919423,0,-0.014932207
1000000,326,0,0.99244402,0,-0.0157356
1000000,327,0,0.98143723,0,-0.028369148
1000000,328,0,0.97180733,0,0.081264266
1000000,329,0,0.96821831,0,0.10275956
1000000,330,0,0.95922464,0,0.075098241
1000000,331,0,0.9622056,0,0.072795227
1000000,332,0.52179497,0.92372052,0,-0.010385569
1000000,333,0.52179497,0.93811177,0,-0.11640127
1000000,334,0.52179497,0.94768479,0,-0.083594329
1000000,335,0.52179497,0.96318692,0,-0.082829641
1000000,336,0.52179497,0.96318692,0,-0.082829641
1000000,337,0,0.98966059,0,0.018466066
1000000,338,0,0.98966059,0,0.018466066
1000000,339,0,0.99999832,0,-0.00070780592
1000000,340,0,0.99999832,0,-0.00070780592
1000000,341,0,0.9865725,0,-0.038599986
1000000,342,0,0.9865725,0,-0.038599986
1000000,343,0,0.9865725,0,-0.038599986
1000000,344,0,0.98251248,0,-0.016990449
1000000,345,0,0.98251248,0,-0.016990449
1000000,346,0,0.93755781,0,0.031180088
1000000,347,0,0.91623069,0,0.054667035
1000000,348,0,0.90007107,0,0.070693288
1000000,349,0,0.92283852,0,0.056266269
1000000,350,0,0.92283852,0,0.056266269
1000000,351,0,0.9708405,0,0.023043025
1000000,352,0,0.9823359,0,-0.0059317802
1000000,353,0,0.99099524,0,-0.012425573
1000000,354,0,0.99099524,0,-0.012425573
1000000,355,0,0.97557617,0,-0.019022652
1000000,356,0,0.95077334,0,0.014181384
1000000,357,0,0.95926744,0,0.023209367
1000000,358,0,0.94147564,0,0.041078552
1000000,359,0,0.85907093,0,0.1099202
1000000,360,0,0.85771779,0,0.090728008
1000000,361,0,0.9188694,0,0.064392245
1000000,362,0,0.89164774,0,0.07465843
1000000,363,0,0.90096198,0,0.063589763
1000000,364,0,0.97734805,0,0.010062543
1000000,365,0,0.97734805,0,0.010062543
1000000,366,0,0.93301345,0,0.049453042
1000000,367,0,0.95455361,0,0.042905192
1000000,368,0,0.95184399,0,-0.015168024
1000000,369,0,0.92600917,0,0.0017851104
1000000,370,-0.52179497,0.89732697,0,-0.08452916
1000000,371,-0.52179497,0.91335889,0,-0.14494063
1000000,372,-0.52179497,0.86749413,0,-0.079115695
1000000,373,-0.52179497,0.87288911,0,0.039750684
1000000,374,-0.52179497,0.85687068,0,0.040367422
1000000,375,0,0.87388123,0,0.11844357
1000000,376,0,0.88644516,0,0.10553782
1000000,377,0,0.93863005,0,0.05271997
1000000,378,0,0.94518139,0,0.028328302
1000000,379,0,0.94522624,0,0.012122009
1000000,380,3,0.81769034,3,0.10666629
1000000,381,4,0.83471942,4,0.17731506
1000000,382,4.5430084,0.6771316,5,0.28102064
1000000,383,4.5430084,0.6771316,5,0.28102064
1000000,384,4.5430084,0.66934574,5,0.2788134
1000000,385,13.520985,0.81432859,13,0.13396103
1000000,386,12.520985,0.8866399,12,0.0086038752
1000000,387,11.977977,0.983312,11,-0.017173531
1000000,388,11.977977,0.95074579,11,-0.015151466
1000000,389,11.977977,0.95074579,11,-0.015151466
1000000,390,0,0.9631017,0,-0.00094659345
1000000,391,-11.977977,0.86993782,-11,-0.0823728
1000000,392,-11.977977,0.80616128,-11,-0.10714529
1000000,393,-11.977977,0.84727613,-11,-0.10907245
1000000,394,-11.977977,0.85197583,-11,-0.10147036
1000000,395,-11.977977,0.85197583,-11,-0.10147036
1000000,396,-6.5269263,0.88848845,-7,-0.015139858
1000000,397,-6.5269263,0.88638289,-7,0.059992956
1000000,398,-6.5269263,0.84751465,-7,0.068389572
1000000,399,-6.5269263,0.84752271,-7,0.068777733
1000000,400,-6.5269263,0.73477404,-7,0.05083196
1000000,401,0,0.86520001,0,-0.022097808
1000000,402,18.983918,0.85157633,19,0.07705598
1000000,403,18.983918,0.92388009,19,0.076534989
1000000,404,18.983918,0.83644675,19,0.048942641
1000000,405,18.983918,0.89475233,19,0.032376802
1000000,406,18.983918,0.89475233,19,0.032376802
1000000,407,0,0.900366,0,-0.034951269
1000000,408,0,0.900366,0,-0.034951269
1000000,409,0,0.99999504,0,-0.0041217643
1000000,410,1,0.96333741,1,-0.015754226
1000000,411,1,0.96333741,1,-0.015754226
1000000,412,3,0.8743689,3,0.039638631
1000000,413,3,0.8743689,3,0.039638631
1000000,414,4,0.7850253,4,0.00088587512
1000000,415,3,0.89765801,3,-0.0021946364
1000000,416,-46,0.87005726,-46,-0.045682859
1000000,417,-48,0.91519466,-48,-0.061788582
1000000,418,-48,0.91519466,-48,-0.061788582
1000000,419,-49,0.90582918,-49,0.020768561
1000000,420,-49,0.90582918,-49,0.020768561
1000000,421,0,0.95480399,0,0.031460723
1000000,422,0,0.95480399,0,0.031460723
1000000,423,0,0.92005392,0,0.020007138
1000000,424,0,0.91752497,0,-0.041642737
1000000,425,0,0.91752497,0,-0.041642737
1000000,426,0,0.91752497,0,-0.041642737
1000000,427,0,0.91752497,0,-0.041642737
1000000,428,0,0.89967342,0,-0.034989031
1000000,429,0,0.94493181,0,-0.021321122
1000000,430,0,0.94493181,0,-0.021321122
1000000,431,0,0.93276063,0,-0.0098192365
1000000,432,0,0.93276063,0,-0.0098192365
1000000,433,0,0.9905399,0,-0.014547095
1000000,434,0,0.9905399,0,-0.014547095
1000000,435,0,0.9905399,0,-0.014547095
1000000,436,0,0.9614838,0,0.052650459
1000000,437,0,0.9614838,0,0.052650459
1000000,438,0,0.95119211,0,0.056021792
1000000,439,0,0.95119211,0,0.056021792
1000000,440,0,0.95119211,0,0.056021792
1000000,441,0,0.98960112,0,0.016220575
1000000,442,0,0.98913963,0,-0.052615753
1000000,443,0,0.98972182,0,-0.093843481
1000000,444,0,0.95172374,0,-0.19937411
1000000,445,0,0.95172374,0,-0.19937411
1000000,446,-0.47595879,0.9401138,0,-0.0060588286
1000000,447,-0.47595879,0.94911023,0,0.05210709
1000000,448,-0.47595879,0.9478769,0,0.058930702
1000000,449,-0.47595879,0.96959902,0,0.16428533
1000000,450,-0.47595879,0.96028087,0,0.19009185
1000000,451,0,0.9841332,0,0.027693496
1000000,452,0,0.95547549,0,0.0060212216
1000000,453,0,0.97670989,0,-0.0063186683
1000000,454,0,0.93603865,0,-0.097898293
1000000,455,0,0.91097112,0,-0.13856481
1000000,456,0,0.91097112,0,-0.13856481
1000000,457,0,0.91539968,0,-0.02910952
1000000,458,0,0.91128691,0,-0.0067416814
1000000,459,0,0.96267702,0,0.055376626
1000000,460,0,0.9759646,0,0.068069797
1000000,461,0,0.95423033,0,0.0042033343
1000000,462,0,0.95825019,0,0.016095143
1000000,463,0,0.95919517,0,-0.0010653431
1000000,464,0,0.93725537,0,-0.0015985189
1000000,465,0,0.93725887,0,0.0035422236
1000000,466,0,0.9431516,0,0.079138844
1000000,467,0,0.9429393,0,0.0010726249
1000000,468,0,0.93215939,0,0.0093051695
1000000,469,0,0.98324482,0,0.025807576
1000000,470,0,0.98324482,0,0.025807576
1000000,471,0,0.98371788,0,0.01933048
1000000,472,0,0.98371788,0,0.01933048
1000000,473,0,0.9999979,0,-0.011158551
1000000,474,0,0.99937649,0,0.0033740468
1000000,475,0,0.98337984,0,0.0079630605
1000000,476,0,0.9597107,0,0.077452924
1000000,477,0,0.94016457,0,0.030298078
1000000,478,0,0.93941572,0,0.03108087
1000000,479,0,0.93836156,0,0.022353976
1000000,480,0,0.94746391,0,0.047321163
1000000,481,0,0.9819553,0,-0.0540227
1000000,482,0,0.96789491,0,0.011676404
1000000,483,0,0.96389537,0,-0.00058758867
1000000,484,0,0.9327216,0,0.13928204
1000000,485,0,0.93756965,0,0.16633219
1000000,486,0,0.93756965,0,0.16633219
1000000,487,0,0.95336646,0,0.15807748
1000000,488,0,0.95436054,0,0.16755263
1000000,489,0,0.99122794,0,0.030464296
1000000,490,0,0.98473783,0,0.0010993381
1000000,491,0,0.96861608,0,-0.022425517
1000000,492,0,0.96861608,0,-0.022425517
1000000,493,0,0.96861608,0,-0.022425517
1000000,494,0,0.9532027,0,0.013667912
1000000,495,0,0.97054387,0,0.012730886
1000000,496,0.47595879,0.89471412,0,0.08680523
1000000,497,0.47595879,0.89471412,0,0.08680523
1000000,498,0.47595879,0.89401316,0,0.08755893
1000000,499,0.47595879,0.92506554,0,0.023645132
1000000,500,0.47595879,0.92506554,0,0.023645132
1000000,501,0,0.99982199,0,-0.0031847359
1000000,502,0,0.98338267,0,-0.048549326
1000000,503,0,0.98348858,0,-0.048824104
1000000,504,0,0.9698634,0,-0.036430548
1000000,505,0,0.9698634,0,-0.036430548
1000000,506,0,0.95736378,0,-0.094463962
1000000,507,0,0.96863698,0,-0.025045702
1000000,508,0,0.89126971,0,0.0312572
1000000,509,0,0.93394342,0,-0.043787131
1000000,510,0,0.93394342,0,-0.043787131
1000000,511,0,0.94177098,0,-0.0034342549
1000000,512,0,0.92299886,0,-0.071099116
1000000,513,0,0.98192531,0,-0.082985101
1000000,514,0,0.98251853,0,-0.071876546
1000000,515,0,0.98251853,0,-0.071876546
1000000,516,0,0.97533483,0,-0.067201941
1000000,517,0,0.99284613,0,0.00090181096
1000000,518,0,0.97513276,0,0.030837615
1000000,519,0,0.97564143,0,0.031340013
1000000,520,0,0.97513028,0,0.02744068
1000000,521,0,0.98177835,0,0.021674448
1000000,522,0,0.98144372,0,0.017979219
1000000,523,0,0.99748744,0,-0.0078012063
1000000,524,0,0.92089613,0,0.044387904
1000000,525,0,0.92055991,0,0.047480936
1000000,526,0,0.92055991,0,0.047480936
1000000,527,0,0.93516311,0,0.006048278
1000000,528,0,0.93516311,0,0.006048278
1000000,529,0,0.96931255,0,0.011055762
1000000,530,0,0.96931255,0,0.011055762
1000000,531,0,0.93684923,0,-0.012539573
1000000,532,2.0170304,0.94689638,2,0.071455605
1000000,533,2.0170304,0.94689638,2,0.071455605
1000000,534,2.0170304,0.96331887,2,0.032672231
1000000,535,2.0170304,0.96331887,2,0.032672231
1000000,536,-3.9826756,0.8327918,-4,-0.028523595
1000000,537,-5.999706,0.83803312,-6,-0.096939457
1000000,538,-5.999706,0.84053822,-6,-0.10354973
1000000,539,-5.999706,0.84107027,-6,-0.10118205
1000000,540,-45.464265,0.79870383,-45,-0.14376711
1000000,541,-39.464559,0.87973155,-39,-0.12109266
1000000,542,-39.464559,0.91160267,-39,-0.066728494
1000000,543,-39.464559,0.92759448,-39,-0.04247202
1000000,544,-39.464559,0.9324807,-39,-0.041782163
1000000,545,0,0.98978993,0,-0.0022613537
1000000,546,0,0.99999526,0,0.00098320072
1000000,547,0,0.99999526,0,0.00098320072
1000000,548,0,0.9779678,0,-0.022109992
1000000,549,-2.0254947,0.9391428,-2,-0.083679919
1000000,550,-2.0254947,0.9391428,-2,-0.083679919
1000000,551,-1.5527649,0.96330609,-2,-0.028603547
1000000,552,-1.5527649,0.96330609,-2,-0.028603547
1000000,553,-1.5527649,0.96171416,-2,-0.016743894
1000000,554,0.47272982,0.88709328,0,0.05440359
1000000,555,0.47272982,0.88709328,0,0.05440359
1000000,556,1.5545277,0.69641314,1,-0.059819706
1000000,557,1.5545277,0.69641314,1,-0.059819706
1000000,558,1.5545277,0.71336508,1,-0.022392733
1000000,559,1.5545277,0.85071756,1,-0.034732967
1000000,560,1.5545277,0.85071756,1,-0.034732967
1000000,561,0,0.98829576,0,0.01464389
1000000,562,0,0.90353235,0,-0.020267005
1000000,563,0,0.92073238,0,-0.015013837
1000000,564,0,0.89915957,0,-0.066058549
1000000,565,0,0.88406224,0,-0.062397421
1000000,566,0,0.88207713,0,-0.05707943
1000000,567,0,0.93372145,0,-0.040307178
1000000,568,0,0.91662739,0,-0.038873103
1000000,569,0,0.95472888,0,0.012676117
1000000,570,0,0.95788295,0,0.023793135
1000000,571,0,0.95788295,0,0.023793135
1000000,572,0,0.81989899,0,-0.051107959
1000000,573,0,0.81220144,0,-0.070160667
1000000,574,0,0.79228859,0,-0.082044054
1000000,575,0,0.85524521,0,-0.12485874
1000000,576,0,0.85502504,0,-0.12433732
1000000,577,0,0.9639467,0,-0.017803688
1000000,578,0,0.9639467,0,-0.017803688
1000000,579,0,0.95472333,0,0.023882324
1000000,580,0,0.94044807,0,0.080390433
1000000,581,0,0.91622917,0,0.11418478
1000000,582,0,0.88827824,0,0.16100511
1000000,583,0,0.89969772,0,0.12984778
1000000,584,-0.0017628464,0.82695246,1,0.12549097
1000000,585,-0.0017628464,0.89219483,1,0.061852461
1000000,586,-0.0017628464,0.87492549,1,0.0019321704
1000000,587,-0.0017628464,0.89418962,1,-0.041581621
1000000,588,-0.0017628464,0.89089507,1,0.00886793
1000000,589,0,0.95976761,0,-0.052291503
